# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 170K of event 'cycles'
# Event count (approx.): 84447337328
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  python3.10                                [.] _PyUnicodeWriter_Init
     0.00%  python3.10  python3.10                                [.] PyObject_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.00%  python3.10  python3.10                                [.] 0x000000000018c028
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_activate
     0.00%  python3.10  python3.10                                [.] PyFunction_NewWithQualName
     0.00%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_nocheck_8
     0.00%  python3.10  python3.10                                [.] 0x000000000015b519
     0.00%  python3.10  python3.10                                [.] 0x000000000015b55d
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait_queue_me
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bea
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c3b
     0.00%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_futex
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.00%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_task
     0.00%  python3.10  python3.10                                [.] 0x0000000000121641
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0be
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  python3.10                                [.] 0x000000000015effa
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.00%  python3.10  libc.so.6                                 [.] cfree@GLIBC_2.2.5
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.00%  python3.10  [kernel.kallsyms]                         [k] mutex_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_task
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffe6
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0a9
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dbd
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.00%  python3.10  python3.10                                [.] 0x0000000000179541
     0.00%  python3.10  python3.10                                [.] 0x000000000015f000
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dd2
     0.00%  python3.10  python3.10                                [.] 0x000000000018d098
     0.00%  python3.10  python3.10                                [.] 0x0000000000174090
     0.00%  python3.10  libc.so.6                                 [.] re_search_internal
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.00%  python3.10  python3.10                                [.] 0x00000000001740a7
     0.00%  python3.10  libc.so.6                                 [.] str_to_mpn
     0.00%  python3.10  python3.10                                [.] 0x000000000012d22e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d589
     0.00%  python3.10  python3.10                                [.] 0x0000000000294986
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d37
     0.00%  python3.10  python3.10                                [.] 0x0000000000121672
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.00%  python3.10  python3.10                                [.] 0x000000000018d599
     0.00%  python3.10  python3.10                                [.] 0x000000000018d155
     0.00%  python3.10  python3.10                                [.] PyObject_GC_Del
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]                         [k] __task_pid_nr_ns
     0.00%  python3.10  python3.10                                [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.00%  python3.10  python3.10                                [.] 0x000000000017f860
     0.00%  python3.10  python3.10                                [.] 0x0000000000152321
     0.00%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef70
     0.00%  python3.10  libc.so.6                                 [.] ____wcstod_l_internal
     0.00%  python3.10  python3.10                                [.] 0x000000000015b504
     0.00%  python3.10  python3.10                                [.] 0x000000000012809b
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_prev_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_try_init_event
     0.00%  python3.10  python3.10                                [.] 0x0000000000179564
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffde
     0.00%  python3.10  python3.10                                [.] 0x000000000015233d
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_ready_cbs
     0.00%  python3.10  libc.so.6                                 [.] __sem_remove_mapping
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_queue_wakelist
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1e7
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  [kernel.kallsyms]                         [k] down_read
     0.00%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_futex_key
     0.00%  python3.10  python3.10                                [.] _PyObject_GetAttrId
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd50
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_obj_stock
     0.00%  python3.10  python3.10                                [.] 0x0000000000159a21
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_send_delayed_ack
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de0
     0.00%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.00%  python3.10  libc.so.6                                 [.] __strtold_l
     0.00%  python3.10  [kernel.kallsyms]                         [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_sendmsg_locked
     0.00%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_prepare
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c0e
     0.00%  python3.10  python3.10                                [.] 0x0000000000122930
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]                         [k] cyc2ns_read_begin
     0.00%  python3.10  python3.10                                [.] 0x000000000015b15c
     0.00%  python3.10  python3.10                                [.] 0x000000000015b554
     0.00%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d165
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfed2
     0.00%  python3.10  python3.10                                [.] 0x000000000020674b
     0.00%  python3.10  python3.10                                [.] _PyDict_DelItem_KnownHash
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_blocked_se
     0.00%  python3.10  python3.10                                [.] 0x0000000000163024
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_enable
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.00%  python3.10  python3.10                                [.] 0x000000000015b509
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_put_event_constraints
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dd6
     0.00%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.00%  python3.10  python3.10                                [.] 0x0000000000188fd0
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_wakeup
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a96
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10                                [.] 0x00000000001732c6
     0.00%  python3.10  python3.10                                [.] 0x000000000015b50b
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_read
     0.00%  python3.10  python3.10                                [.] 0x0000000000188efb
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_process
     0.00%  python3.10  python3.10                                [.] 0x0000000000175da5
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_posix_cpu_timers
     0.00%  python3.10  [kernel.kallsyms]                         [k] __get_user_nocheck_4
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7a
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_cpu_partial
     0.00%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.00%  python3.10  python3.10                                [.] 0x0000000000179557
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_finish
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_exclude_event
     0.00%  python3.10  python3.10                                [.] 0x0000000000151eed
     0.00%  python3.10  python3.10                                [.] 0x00000000002b6a1c
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.00%  python3.10  python3.10                                [.] 0x000000000018d077
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.00%  python3.10  python3.10                                [.] 0x00000000001fb781
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]                         [k] sigprocmask
     0.00%  python3.10  python3.10                                [.] PyUnicode_Format
     0.00%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.00%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4955
     0.00%  python3.10  python3.10                                [.] 0x000000000018d75f
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf52
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.00%  python3.10  python3.10                                [.] 0x0000000000151db8
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_next_entity
     0.00%  python3.10  python3.10                                [.] 0x00000000002773f8
     0.00%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10                                [.] 0x00000000001740af
     0.00%  python3.10  python3.10                                [.] 0x0000000000295047
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_start_range_ns
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.00%  python3.10  [kernel.kallsyms]                         [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] should_failslab
     0.00%  python3.10  [kernel.kallsyms]                         [k] release_pages
     0.00%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd16
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_enter_rcu
     0.00%  python3.10  python3.10                                [.] 0x00000000001566df
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_kernel_stack.isra.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_out
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.00%  python3.10  python3.10                                [.] 0x0000000000122870
     0.00%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.00%  python3.10  python3.10                                [.] 0x0000000000206913
     0.00%  python3.10  python3.10                                [.] 0x000000000027761c
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b05
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06d
     0.00%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.00%  python3.10  python3.10                                [.] 0x0000000000152275
     0.00%  python3.10  python3.10                                [.] 0x000000000017958b
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.00%  python3.10  python3.10                                [.] 0x000000000018c096
     0.00%  python3.10  python3.10                                [.] 0x00000000001732de
     0.00%  python3.10  python3.10                                [.] 0x00000000001229d0
     0.00%  python3.10  python3.10                                [.] 0x000000000017961b
     0.00%  python3.10  python3.10                                [.] 0x0000000000179622
     0.00%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0d9
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0f7
     0.00%  python3.10  python3.10                                [.] _PyType_Lookup
     0.00%  python3.10  python3.10                                [.] 0x0000000000152369
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_setup_perfctr
     0.00%  python3.10  python3.10                                [.] 0x0000000000206546
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.00%  python3.10  python3.10                                [.] 0x0000000000189014
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ae4
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_sched_in
     0.00%  python3.10  python3.10                                [.] 0x0000000000294250
     0.00%  python3.10  python3.10                                [.] 0x000000000015b53e
     0.00%  python3.10  python3.10                                [.] 0x000000000020bed3
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef8c
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_idlest_group
     0.00%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]                         [k] is_cpu_allowed
     0.00%  python3.10  python3.10                                [.] 0x000000000018928c
     0.00%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  python3.10                                [.] 0x0000000000296f80
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.00%  python3.10  python3.10                                [.] 0x00000000001740a1
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_preempt_curr
     0.00%  python3.10  python3.10                                [.] PyThread_get_thread_ident
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.00%  python3.10  [kernel.kallsyms]                         [k] list_add_event
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d36
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_reserve_hardware
     0.00%  python3.10  python3.10                                [.] 0x000000000020690a
     0.00%  python3.10  python3.10                                [.] 0x00000000002068ef
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.00%  python3.10  [kernel.kallsyms]                         [k] select_idle_cpu
     0.00%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.00%  python3.10  [kernel.kallsyms]                         [k] available_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_lock_nested
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0f2
     0.00%  python3.10  python3.10                                [.] 0x000000000015b54f
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sg_wakeup_stats
     0.00%  python3.10  python3.10                                [.] 0x0000000000295019
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] lockless_pages_from_mm
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_perf_event_alloc
     0.00%  python3.10  python3.10                                [.] 0x000000000017cba0
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_to_backlog
     0.00%  python3.10  python3.10                                [.] PyObject_LengthHint
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1e1
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_select_window
     0.00%  python3.10  python3.10                                [.] 0x000000000012e078
     0.00%  python3.10  python3.10                                [.] 0x0000000000175de4
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_all_qs
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f9e
     0.00%  python3.10  python3.10                                [.] 0x00000000001514c5
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.00%  python3.10  python3.10                                [.] 0x000000000011b514
     0.00%  python3.10  python3.10                                [.] 0x000000000012291a
     0.00%  python3.10  python3.10                                [.] 0x000000000012e098
     0.00%  python3.10  python3.10                                [.] 0x000000000015d6ea
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0dc
     0.00%  python3.10  [kernel.kallsyms]                         [k] should_fail_alloc_page
     0.00%  python3.10  python3.10                                [.] 0x000000000020690f
     0.00%  python3.10  python3.10                                [.] 0x000000000012284c
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff70
     0.00%  python3.10  python3.10                                [.] 0x00000000002068ea
     0.00%  python3.10  python3.10                                [.] 0x0000000000122913
     0.00%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_bh
     0.00%  python3.10  python3.10                                [.] 0x000000000018d068
     0.00%  python3.10  [kernel.kallsyms]                         [k] __xfrm_policy_check2.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000241480
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.00%  python3.10  python3.10                                [.] 0x000000000018c23b
     0.00%  python3.10  python3.10                                [.] 0x0000000000174670
     0.00%  python3.10  python3.10                                [.] 0x00000000000700d0
     0.00%  python3.10  python3.10                                [.] 0x000000000015e090
     0.00%  python3.10  python3.10                                [.] 0x000000000012d280
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b77
     0.00%  python3.10  [kernel.kallsyms]                         [k] migrate_task_rq_fair
     0.00%  python3.10  python3.10                                [.] 0x0000000000122884
     0.00%  python3.10  python3.10                                [.] 0x0000000000122841
     0.00%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]                         [k] wp_page_copy
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6b
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c8
     0.00%  python3.10  python3.10                                [.] 0x000000000015afbd
     0.00%  python3.10  python3.10                                [.] 0x000000000018d765
     0.00%  python3.10  python3.10                                [.] 0x0000000000198eb5
     0.00%  python3.10  python3.10                                [.] 0x00000000002774ff
     0.00%  python3.10  python3.10                                [.] 0x0000000000122827
     0.00%  python3.10  python3.10                                [.] _PyTime_localtime
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e58
     0.00%  python3.10  [kernel.kallsyms]                         [k] skb_page_frag_refill
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b95
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  python3.10  python3.10                                [.] 0x0000000000179530
     0.00%  python3.10  python3.10                                [.] 0x0000000000163125
     0.00%  python3.10  python3.10                                [.] 0x0000000000294729
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_user_enhanced_fast_string
     0.00%  python3.10  python3.10                                [.] 0x000000000017f864
     0.00%  python3.10  python3.10                                [.] 0x000000000012162c
     0.00%  python3.10  libc.so.6                                 [.] __GI___strcasecmp_l_sse2
     0.00%  python3.10  python3.10                                [.] PyObject_SelfIter
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_stream_alloc_skb
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8c3
     0.00%  python3.10  python3.10                                [.] 0x0000000000177246
     0.00%  python3.10  python3.10                                [.] 0x0000000000277517
     0.00%  python3.10  python3.10                                [.] 0x000000000015d6a3
     0.00%  python3.10  [kernel.kallsyms]                         [k] call_timer_fn
     0.00%  python3.10  python3.10                                [.] 0x000000000018d498
     0.00%  python3.10  libc.so.6                                 [.] fputws_unlocked
     0.00%  python3.10  python3.10                                [.] 0x0000000000287060
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198ae2
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_skb_entail
     0.00%  python3.10  python3.10                                [.] 0x000000000018d700
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_hw_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] __ip_queue_xmit
     0.00%  python3.10  python3.10                                [.] 0x000000000015d697
     0.00%  python3.10  [kernel.kallsyms]                         [k] plist_del
     0.00%  python3.10  [kernel.kallsyms]                         [k] _copy_from_user
     0.00%  python3.10  python3.10                                [.] 0x000000000017f836
     0.00%  python3.10  python3.10                                [.] 0x0000000000287064
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.00%  python3.10  python3.10                                [.] PyUnicode_Fill
     0.00%  python3.10  python3.10                                [.] 0x00000000001513ce
     0.00%  python3.10  python3.10                                [.] 0x0000000000162fe7
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e2e
     0.00%  python3.10  python3.10                                [.] 0x000000000029e8d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x000000000012d2dc
     0.00%  python3.10  python3.10                                [.] 0x0000000000176379
     0.00%  python3.10  [kernel.kallsyms]                         [k] aa_profile_af_perm
     0.00%  python3.10  python3.10                                [.] 0x0000000000151da0
     0.00%  python3.10  python3.10                                [.] 0x000000000015d6cb
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vma_prev
     0.00%  python3.10  python3.10                                [.] 0x000000000006fb90
     0.00%  python3.10  python3.10                                [.] 0x0000000000122906
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf70
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0b7
     0.00%  python3.10  python3.10                                [.] 0x000000000018d066
     0.00%  python3.10  python3.10                                [.] 0x0000000000206951
     0.00%  python3.10  python3.10                                [.] 0x0000000000277605
     0.00%  python3.10  [kernel.kallsyms]                         [k] vm_normal_page
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_clear_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_do_batch
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_protocol_deliver_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_rcv
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.00%  python3.10  python3.10                                [.] 0x000000000012e093
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_stock
     0.00%  python3.10  python3.10                                [.] 0x0000000000167db2
     0.00%  python3.10  python3.10                                [.] 0x0000000000163040
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_newly_delivered
     0.00%  python3.10  python3.10                                [.] PyBytes_FromStringAndSize
     0.00%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0b00
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_rcv_established
     0.00%  python3.10  python3.10                                [.] 0x0000000000243819
     0.00%  python3.10  [kernel.kallsyms]                         [k] apparmor_task_free
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bf7
     0.00%  python3.10  python3.10                                [.] 0x000000000017f876
     0.00%  python3.10  python3.10                                [.] 0x00000000002773e6
     0.00%  python3.10  libc.so.6                                 [.] realloc
     0.00%  python3.10  python3.10                                [.] 0x000000000015f05b
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bfc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __dev_queue_xmit
     0.00%  python3.10  [kernel.kallsyms]                         [k] __rb_insert_augmented
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93d1
     0.00%  python3.10  python3.10                                [.] 0x0000000000137c00
     0.00%  python3.10  python3.10                                [.] PyUnicode_AsUTF8AndSize
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_cpu_stall
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_rate_skb_delivered
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf3d
     0.00%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.00%  python3.10  python3.10                                [.] 0x00000000001512a0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __memcg_kmem_uncharge_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] validate_xmit_vlan
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.00%  python3.10  python3.10                                [.] 0x00000000001523b8
     0.00%  python3.10  python3.10                                [.] 0x0000000000198e69
     0.00%  python3.10  python3.10                                [.] 0x0000000000294720
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_hrtimer
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cc0
     0.00%  python3.10  libc.so.6                                 [.] __stpcpy
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sysvec_thermal
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0a9
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5c9
     0.00%  python3.10  python3.10                                [.] 0x00000000001409d7
     0.00%  python3.10  python3.10                                [.] 0x0000000000206556
     0.00%  python3.10  python3.10                                [.] 0x0000000000286905
     0.00%  python3.10  [kernel.kallsyms]                         [k] netif_rx
     0.00%  python3.10  [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  python3.10  python3.10                                [.] 0x00000000002395e7
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_user_generic_unrolled
     0.00%  python3.10  python3.10                                [.] 0x000000000018c045
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b6
     0.00%  python3.10  python3.10                                [.] 0x0000000000296fa7
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_setcanceltype
     0.00%  python3.10  python3.10                                [.] 0x00000000001a30be
     0.00%  python3.10  python3.10                                [.] 0x00000000002942a2
     0.00%  python3.10  python3.10                                [.] 0x000000000012289b
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_filter_match
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_load_cache_lookup
     0.00%  python3.10  [kernel.kallsyms]                         [k] lru_add_drain_cpu
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_tpp_change_priority
     0.00%  python3.10  python3.10                                [.] 0x00000000001412d7
     0.00%  python3.10  python3.10                                [.] 0x00000000001407a6
     0.00%  python3.10  python3.10                                [.] 0x000000000027742c
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_obj_cgroup_from_current
     0.00%  python3.10  python3.10                                [.] 0x00000000001732fc
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48e8
