# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 253K of event 'cycles'
# Event count (approx.): 123309724822
#
# Overhead  Command     Shared Object      Symbol                                        
# ........  ..........  .................  ..............................................
#
     0.00%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.00%  python3.10  python3.10         [.] 0x00000000002cfec0
     0.00%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_copy
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.00%  python3.10  python3.10         [.] 0x000000000012291a
     0.00%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] task_tick_fair
     0.00%  python3.10  python3.10         [.] 0x0000000000151eca
     0.00%  python3.10  libcrypto.so.3     [.] 0x000000000030728a
     0.00%  python3.10  python3.10         [.] 0x0000000000121751
     0.00%  python3.10  python3.10         [.] 0x0000000000169ae0
     0.00%  python3.10  python3.10         [.] 0x000000000018bf76
     0.00%  python3.10  python3.10         [.] 0x000000000018d13b
     0.00%  python3.10  python3.10         [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10         [.] 0x0000000000137c02
     0.00%  python3.10  python3.10         [.] 0x000000000015f007
     0.00%  python3.10  python3.10         [.] 0x00000000001732c0
     0.00%  python3.10  python3.10         [.] 0x0000000000188e99
     0.00%  python3.10  python3.10         [.] 0x000000000018d08e
     0.00%  python3.10  python3.10         [.] 0x000000000018d59d
     0.00%  python3.10  python3.10         [.] 0x000000000018d656
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_try_to_cancel.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.00%  python3.10  python3.10         [.] PyObject_GetItem
     0.00%  python3.10  python3.10         [.] 0x0000000000129f2a
     0.00%  python3.10  python3.10         [.] 0x00000000001434c6
     0.00%  python3.10  python3.10         [.] 0x000000000015e0c9
     0.00%  python3.10  python3.10         [.] 0x000000000017f884
     0.00%  python3.10  python3.10         [.] 0x000000000018d155
     0.00%  python3.10  python3.10         [.] 0x000000000015efb8
     0.00%  python3.10  python3.10         [.] 0x000000000018d66a
     0.00%  python3.10  python3.10         [.] 0x000000000018d06a
     0.00%  python3.10  python3.10         [.] 0x000000000018c00b
     0.00%  python3.10  python3.10         [.] 0x000000000018d0c3
     0.00%  python3.10  python3.10         [.] 0x000000000018c0d9
     0.00%  :2299258    [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.00%  python3.10  python3.10         [.] 0x0000000000277486
     0.00%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.00%  python3.10  python3.10         [.] 0x000000000012d2ce
     0.00%  python3.10  python3.10         [.] 0x0000000000137a66
     0.00%  python3.10  python3.10         [.] 0x000000000017f864
     0.00%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.00%  python3.10  python3.10         [.] 0x000000000015f00e
     0.00%  python3.10  python3.10         [.] 0x0000000000137b05
     0.00%  python3.10  python3.10         [.] 0x0000000000137a93
     0.00%  python3.10  python3.10         [.] 0x000000000017956a
     0.00%  python3.10  python3.10         [.] 0x0000000000137a73
     0.00%  python3.10  python3.10         [.] 0x000000000018d5d8
     0.00%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  python3.10         [.] 0x000000000018d585
     0.00%  python3.10  python3.10         [.] 0x000000000018d5c3
     0.00%  python3.10  python3.10         [.] 0x000000000018d185
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  python3.10  python3.10         [.] 0x000000000011b4eb
     0.00%  python3.10  python3.10         [.] 0x000000000020bed3
     0.00%  python3.10  python3.10         [.] 0x0000000000235416
     0.00%  python3.10  python3.10         [.] 0x0000000000152260
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_extra_regs
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]  [k] schedule
     0.00%  python3.10  python3.10         [.] 0x000000000018bfef
     0.00%  python3.10  python3.10         [.] 0x0000000000164358
     0.00%  python3.10  python3.10         [.] 0x000000000015efdc
     0.00%  python3.10  libcrypto.so.3     [.] 0x00000000003074fb
     0.00%  python3.10  python3.10         [.] 0x000000000015c5ec
     0.00%  python3.10  libcrypto.so.3     [.] 0x000000000017d7ed
     0.00%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]  [k] do_wp_page
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a09a2
     0.00%  python3.10  python3.10         [.] PyMember_SetOne
     0.00%  python3.10  python3.10         [.] PyNumber_Xor
     0.00%  python3.10  python3.10         [.] 0x00000000001732c6
     0.00%  python3.10  python3.10         [.] 0x0000000000188dcc
     0.00%  python3.10  python3.10         [.] 0x00000000001c897f
     0.00%  python3.10  python3.10         [.] 0x000000000020beee
     0.00%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.00%  python3.10  python3.10         [.] 0x0000000000188e88
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000307583
     0.00%  python3.10  python3.10         [.] 0x0000000000129c3e
     0.00%  python3.10  python3.10         [.] PyLong_FromUnicodeObject
     0.00%  python3.10  [kernel.kallsyms]  [k] __mutex_init
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.00%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.00%  python3.10  python3.10         [.] 0x0000000000121667
     0.00%  python3.10  python3.10         [.] 0x00000000001732ee
     0.00%  python3.10  python3.10         [.] 0x000000000017953e
     0.00%  python3.10  python3.10         [.] 0x0000000000137ae8
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  python3.10         [.] 0x0000000000121675
     0.00%  python3.10  python3.10         [.] 0x0000000000188eee
     0.00%  python3.10  python3.10         [.] 0x0000000000188ef6
     0.00%  python3.10  python3.10         [.] 0x000000000020bea0
     0.00%  python3.10  python3.10         [.] 0x0000000000152318
     0.00%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.00%  python3.10  python3.10         [.] 0x00000000001598cd
     0.00%  python3.10  python3.10         [.] 0x000000000018d165
     0.00%  python3.10  python3.10         [.] 0x000000000020becb
     0.00%  python3.10  python3.10         [.] 0x0000000000143407
     0.00%  python3.10  python3.10         [.] 0x000000000012d137
     0.00%  python3.10  python3.10         [.] 0x00000000001598c4
     0.00%  python3.10  python3.10         [.] 0x000000000018d0e8
     0.00%  python3.10  python3.10         [.] 0x000000000012d1d1
     0.00%  python3.10  [kernel.kallsyms]  [k] vm_normal_page
     0.00%  python3.10  python3.10         [.] 0x0000000000159b46
     0.00%  python3.10  python3.10         [.] 0x000000000012d218
     0.00%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10         [.] 0x000000000012d1ae
     0.00%  python3.10  python3.10         [.] 0x000000000012d0b4
     0.00%  python3.10  [kernel.kallsyms]  [k] task_clock_event_add
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.00%  python3.10  python3.10         [.] 0x0000000000070990
     0.00%  python3.10  python3.10         [.] 0x0000000000122901
     0.00%  python3.10  python3.10         [.] 0x0000000000151d80
     0.00%  python3.10  python3.10         [.] 0x000000000018d19e
     0.00%  python3.10  python3.10         [.] 0x0000000000188de4
     0.00%  python3.10  python3.10         [.] 0x00000000001215b2
     0.00%  python3.10  python3.10         [.] 0x0000000000140775
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event__output_id_sample
     0.00%  python3.10  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]  [k] rmqueue_bulk
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_init_event
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a094d
     0.00%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.00%  python3.10  python3.10         [.] _PyType_Lookup
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1104
     0.00%  python3.10  python3.10         [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  python3.10         [.] 0x000000000015ef70
     0.00%  python3.10  python3.10         [.] 0x000000000017f887
     0.00%  python3.10  python3.10         [.] 0x0000000000188d7f
     0.00%  python3.10  python3.10         [.] 0x00000000001d48d6
     0.00%  python3.10  python3.10         [.] 0x00000000001d490c
     0.00%  python3.10  python3.10         [.] 0x00000000001d4921
     0.00%  python3.10  python3.10         [.] 0x0000000000206b56
     0.00%  python3.10  python3.10         [.] 0x0000000000206cd5
     0.00%  python3.10  python3.10         [.] 0x0000000000277448
     0.00%  python3.10  python3.10         [.] 0x00000000002774a1
     0.00%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.00%  python3.10  python3.10         [.] 0x00000000002b69ed
     0.00%  python3.10  python3.10         [.] 0x0000000000121949
     0.00%  python3.10  python3.10         [.] 0x00000000001228b7
     0.00%  python3.10  python3.10         [.] 0x0000000000294f27
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  python3.10         [.] PyDict_GetItemWithError
     0.00%  python3.10  [kernel.kallsyms]  [k] __radix_tree_lookup
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.00%  python3.10  python3.10         [.] 0x00000000001228d1
     0.00%  python3.10  python3.10         [.] 0x000000000020bf48
     0.00%  python3.10  python3.10         [.] 0x00000000002b69db
     0.00%  python3.10  python3.10         [.] 0x00000000001641d0
     0.00%  python3.10  python3.10         [.] 0x0000000000165fbb
     0.00%  python3.10  python3.10         [.] 0x000000000017f965
     0.00%  python3.10  libcrypto.so.3     [.] 0x00000000002e7453
     0.00%  python3.10  python3.10         [.] 0x0000000000152302
     0.00%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.00%  python3.10  [kernel.kallsyms]  [k] aa_path_perm
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.00%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.00%  python3.10  python3.10         [.] 0x0000000000162f2d
     0.00%  python3.10  [kernel.kallsyms]  [k] page_remove_file_rmap
     0.00%  python3.10  python3.10         [.] 0x000000000012d1c8
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  :2299258    [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  libc.so.6          [.] __vfwscanf_internal
     0.00%  python3.10  python3.10         [.] 0x00000000001664d0
     0.00%  :2299258    [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.00%  :2299258    [kernel.kallsyms]  [k] intel_pmu_enable_all


# Samples: 250K of event 'branch'
# Event count (approx.): 32092675180
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    51.64%  :2299258    python3.10         [.] _PyEval_EvalFrameDefault
     7.64%  :2299258    python3.10         [.] PyObject_RichCompare
     4.43%  :2299258    python3.10         [.] 0x000000000012161a
     4.40%  :2299258    python3.10         [.] 0x0000000000179c52
     4.16%  :2299258    python3.10         [.] 0x0000000000121590
     2.31%  :2299258    python3.10         [.] 0x00000000001215c4
     2.01%  :2299258    python3.10         [.] 0x000000000015b546
     1.55%  :2299258    python3.10         [.] 0x0000000000121605
     1.33%  :2299258    python3.10         [.] 0x0000000000121676
     1.13%  :2299258    python3.10         [.] 0x0000000000179c0e
     1.11%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     0.81%  :2299258    python3.10         [.] 0x0000000000121679
     0.74%  :2299258    python3.10         [.] 0x00000000001215a3
     0.71%  :2299258    python3.10         [.] 0x000000000012160b
     0.71%  :2299258    python3.10         [.] 0x0000000000121623
     0.70%  :2299258    python3.10         [.] 0x000000000012159b
     0.67%  :2299258    python3.10         [.] 0x00000000001215ab
     0.61%  :2299258    python3.10         [.] 0x0000000000121737
     0.60%  :2299258    python3.10         [.] 0x0000000000121613
     0.57%  :2299258    python3.10         [.] 0x0000000000121730
     0.51%  :2299258    python3.10         [.] 0x00000000001215dc
     0.46%  :2299258    python3.10         [.] 0x000000000012167d
     0.44%  :2299258    python3.10         [.] 0x00000000001215f2
     0.40%  :2299258    python3.10         [.] 0x0000000000121635
     0.36%  :2299258    python3.10         [.] 0x00000000001215e9
     0.33%  :2299258    python3.10         [.] 0x00000000001215cb
     0.33%  :2299258    python3.10         [.] 0x0000000000121628
     0.33%  :2299258    python3.10         [.] 0x000000000012167b
     0.31%  :2299258    python3.10         [.] 0x0000000000121600
     0.29%  :2299258    python3.10         [.] 0x0000000000121638
     0.28%  :2299258    python3.10         [.] 0x000000000015b541
     0.28%  :2299258    python3.10         [.] 0x0000000000179c5a
     0.28%  :2299258    python3.10         [.] 0x000000000012160f
     0.28%  :2299258    python3.10         [.] 0x0000000000179c02
     0.26%  :2299258    python3.10         [.] 0x000000000015b568
     0.25%  :2299258    python3.10         [.] 0x0000000000179be0
     0.25%  :2299258    python3.10         [.] 0x000000000015b506
     0.24%  :2299258    python3.10         [.] 0x00000000001215f7
     0.24%  :2299258    python3.10         [.] 0x0000000000179be8
     0.24%  python3.10  python3.10         [.] 0x000000000012161a
     0.23%  :2299258    python3.10         [.] 0x000000000015b56e
     0.22%  :2299258    python3.10         [.] 0x0000000000179bee
     0.22%  :2299258    python3.10         [.] 0x0000000000121596
     0.22%  :2299258    python3.10         [.] 0x0000000000179c4e
     0.21%  :2299258    python3.10         [.] 0x0000000000121616
     0.21%  :2299258    python3.10         [.] 0x0000000000179be6
     0.20%  :2299258    python3.10         [.] 0x0000000000121677
     0.19%  :2299258    python3.10         [.] 0x000000000015b557
     0.17%  :2299258    python3.10         [.] 0x000000000015b500
     0.16%  :2299258    python3.10         [.] 0x000000000012167f
     0.16%  :2299258    python3.10         [.] 0x0000000000173d58
     0.15%  :2299258    python3.10         [.] 0x00000000001215e5
     0.15%  :2299258    python3.10         [.] 0x00000000001215e2
     0.13%  :2299258    python3.10         [.] 0x000000000015b537
     0.13%  :2299258    python3.10         [.] 0x0000000000121740
     0.13%  :2299258    python3.10         [.] 0x00000000001215a7
     0.12%  :2299258    python3.10         [.] 0x0000000000121660
     0.11%  :2299258    python3.10         [.] 0x00000000001215d8
     0.11%  :2299258    python3.10         [.] 0x0000000000121653
     0.10%  :2299258    python3.10         [.] 0x00000000001215bc
     0.09%  :2299258    python3.10         [.] 0x0000000000179c13
     0.08%  :2299258    python3.10         [.] 0x0000000000173d50
     0.07%  :2299258    python3.10         [.] 0x0000000000179c42
     0.07%  :2299258    python3.10         [.] 0x0000000000121675
     0.07%  :2299258    python3.10         [.] 0x0000000000179c3b
     0.07%  :2299258    python3.10         [.] 0x000000000015b520
     0.07%  :2299258    python3.10         [.] 0x0000000000121667
     0.07%  :2299258    python3.10         [.] 0x000000000012166e
     0.07%  :2299258    python3.10         [.] 0x0000000000121749
     0.07%  :2299258    python3.10         [.] 0x000000000012159d
     0.06%  :2299258    python3.10         [.] 0x000000000015b50e
     0.06%  :2299258    python3.10         [.] 0x0000000000121594
     0.05%  :2299258    python3.10         [.] 0x0000000000121757
     0.05%  :2299258    python3.10         [.] 0x0000000000121754
     0.05%  :2299258    python3.10         [.] 0x000000000015b53e
     0.05%  :2299258    python3.10         [.] 0x000000000012175a
     0.04%  :2299258    python3.10         [.] 0x00000000001215ed
     0.04%  python3.10  python3.10         [.] 0x0000000000121605
     0.04%  :2299258    python3.10         [.] 0x00000000001215a2
     0.04%  python3.10  python3.10         [.] 0x000000000012160b
     0.04%  python3.10  python3.10         [.] 0x0000000000121623
     0.04%  :2299258    python3.10         [.] 0x0000000000179c15
     0.04%  python3.10  python3.10         [.] 0x0000000000121590
     0.04%  python3.10  python3.10         [.] 0x0000000000121676
     0.04%  python3.10  python3.10         [.] 0x0000000000121613
     0.03%  :2299258    python3.10         [.] 0x000000000015b50a
     0.03%  python3.10  python3.10         [.] 0x0000000000121635
     0.03%  :2299258    python3.10         [.] 0x000000000015b53b
     0.03%  :2299258    python3.10         [.] 0x0000000000179c25
     0.03%  :2299258    python3.10         [.] 0x0000000000179c46
     0.03%  :2299258    python3.10         [.] 0x0000000000179be9
     0.03%  python3.10  python3.10         [.] 0x0000000000121628
     0.03%  :2299258    python3.10         [.] 0x00000000001215a0
     0.03%  python3.10  python3.10         [.] 0x0000000000121638
     0.03%  python3.10  python3.10         [.] 0x000000000012160f
     0.03%  :2299258    python3.10         [.] 0x0000000000179c0b
     0.03%  python3.10  python3.10         [.] 0x0000000000121616
     0.03%  :2299258    python3.10         [.] 0x0000000000121734
     0.03%  :2299258    python3.10         [.] 0x00000000001215b2
     0.02%  :2299258    python3.10         [.] 0x00000000001215a6
     0.02%  :2299258    python3.10         [.] 0x0000000000179c2e
     0.02%  :2299258    python3.10         [.] 0x0000000000179bea
     0.02%  python3.10  python3.10         [.] 0x00000000001215c4
     0.02%  python3.10  python3.10         [.] 0x0000000000121679
     0.02%  :2299258    python3.10         [.] 0x000000000012164e
     0.02%  :2299258    python3.10         [.] 0x000000000015b504
     0.02%  :2299258    python3.10         [.] 0x0000000000121751
     0.02%  :2299258    python3.10         [.] 0x0000000000179c21
     0.02%  :2299258    python3.10         [.] 0x00000000001215c8
     0.02%  python3.10  python3.10         [.] 0x0000000000121737
     0.02%  :2299258    python3.10         [.] 0x00000000001215c0
     0.02%  :2299258    python3.10         [.] 0x0000000000179be4
     0.02%  :2299258    [kernel.kallsyms]  [k] psi_group_change
     0.02%  :2299258    python3.10         [.] 0x0000000000173d54
     0.01%  :2299258    python3.10         [.] 0x0000000000179bfb
     0.01%  :2299258    python3.10         [.] 0x00000000001215df
     0.01%  python3.10  python3.10         [.] 0x0000000000121730
     0.01%  :2299258    python3.10         [.] 0x0000000000121630
     0.01%  :2299258    python3.10         [.] 0x000000000015b50b
     0.01%  python3.10  python3.10         [.] 0x00000000001215dc
     0.01%  python3.10  python3.10         [.] 0x00000000001215a3
     0.01%  python3.10  python3.10         [.] 0x000000000012167d
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.01%  python3.10  python3.10         [.] 0x0000000000121600
     0.01%  python3.10  python3.10         [.] 0x00000000001215ab
     0.01%  :2299258    python3.10         [.] 0x000000000015b534
     0.01%  :2299258    python3.10         [.] 0x0000000000121672
     0.01%  :2299258    python3.10         [.] 0x000000000015b512
     0.01%  python3.10  python3.10         [.] 0x000000000012159b
     0.01%  python3.10  python3.10         [.] 0x00000000001215cb
     0.01%  :2299258    [kernel.kallsyms]  [k] merge_sched_in
     0.01%  :2299258    python3.10         [.] 0x000000000012161d
     0.01%  :2299258    [kernel.kallsyms]  [k] event_sched_in
     0.01%  :2299258    [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  python3.10         [.] 0x00000000001215e9
     0.01%  :2299258    python3.10         [.] 0x000000000015b52a
     0.00%  :2299258    python3.10         [.] 0x0000000000121599
     0.00%  :2299258    python3.10         [.] 0x0000000000179c56
     0.00%  python3.10  python3.10         [.] 0x000000000012167b
     0.00%  python3.10  python3.10         [.] 0x00000000001215f7
     0.00%  :2299258    python3.10         [.] 0x000000000012162c
     0.00%  :2299258    [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%  python3.10  python3.10         [.] 0x00000000001215e5
     0.00%  :2299258    [kernel.kallsyms]  [k] read_tsc
     0.00%  :2299258    [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%  :2299258    [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%  :2299258    python3.10         [.] 0x000000000015b55b
     0.00%  :2299258    python3.10         [.] 0x0000000000179bf7
     0.00%  :2299258    python3.10         [.] 0x000000000015b56d
     0.00%  :2299258    python3.10         [.] 0x0000000000121641
     0.00%  :2299258    python3.10         [.] 0x000000000012174d
     0.00%  :2299258    python3.10         [.] 0x0000000000179c5c
     0.00%  python3.10  python3.10         [.] 0x00000000001215f2
     0.00%  python3.10  python3.10         [.] 0x00000000001215bc
     0.00%  :2299258    python3.10         [.] 0x000000000015b564
     0.00%  :2299258    python3.10         [.] 0x000000000015b519
     0.00%  :2299258    [kernel.kallsyms]  [k] sched_slice
     0.00%  :2299258    python3.10         [.] 0x000000000015b54b
     0.00%  :2299258    [kernel.kallsyms]  [k] __calc_delta
     0.00%  python3.10  python3.10         [.] 0x000000000012166e
     0.00%  :2299258    [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  :2299258    python3.10         [.] 0x000000000015b570
     0.00%  :2299258    [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%  python3.10  python3.10         [.] 0x000000000012e078
     0.00%  :2299258    [kernel.kallsyms]  [k] update_load_avg
     0.00%  :2299258    [kernel.kallsyms]  [k] __schedule
     0.00%  :2299258    python3.10         [.] 0x000000000015b509
     0.00%  :2299258    [kernel.kallsyms]  [k] update_curr
     0.00%  :2299258    [kernel.kallsyms]  [k] scheduler_tick
     0.00%  :2299258    [kernel.kallsyms]  [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.00%  :2299258    [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  :2299258    python3.10         [.] 0x0000000000179c18
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.00%  :2299258    [kernel.kallsyms]  [k] irq_enter_rcu
     0.00%  python3.10  python3.10         [.] 0x00000000001215a7
     0.00%  :2299258    [kernel.kallsyms]  [k] psi_task_change
     0.00%  :2299258    [kernel.kallsyms]  [k] native_read_msr
     0.00%  :2299258    [kernel.kallsyms]  [k] update_min_vruntime
     0.00%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.00%  :2299258    python3.10         [.] 0x000000000015b56c
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%  :2299258    [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  :2299258    [kernel.kallsyms]  [k] iterate_groups
     0.00%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.00%  :2299258    python3.10         [.] 0x0000000000179c35
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_swevent_add
     0.00%  :2299258    [kernel.kallsyms]  [k] rb_erase
     0.00%  :2299258    [kernel.kallsyms]  [k] x86_pmu_disable
     0.00%  :2299258    [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.00%  :2299258    [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.00%  :2299258    [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.00%  :2299258    [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.00%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.00%  python3.10  python3.10         [.] 0x00000000001215e2
     0.00%  :2299258    [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  :2299258    [kernel.kallsyms]  [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.00%  python3.10  python3.10         [.] 0x0000000000121677
     0.00%  :2299258    [kernel.kallsyms]  [k] psi_flags_change
     0.00%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.00%  :2299258    python3.10         [.] 0x000000000016a2a0
     0.00%  python3.10  [kernel.kallsyms]  [k] kfree
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.00%  :2299258    libc.so.6          [.] parse_expression
     0.00%  :2299258    [kernel.kallsyms]  [k] native_sched_clock
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.00%  :2299258    libc.so.6          [.] re_search_internal
     0.00%  :2299258    [kernel.kallsyms]  [k] put_prev_entity
     0.00%  :2299258    [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  :2299258    [kernel.kallsyms]  [k] resched_curr
     0.00%  :2299258    [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.00%  :2299258    [kernel.kallsyms]  [k] task_tick_fair
     0.00%  :2299258    [kernel.kallsyms]  [k] rb_next
     0.00%  :2299258    [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  :2299258    [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.00%  :2299258    [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.00%  :2299258    python3.10         [.] PyLong_FromString
     0.00%  python3.10  python3.10         [.] 0x000000000012e07f
     0.00%  :2299258    [kernel.kallsyms]  [k] lapic_next_deadline
     0.00%  python3.10  python3.10         [.] 0x0000000000127f5d
     0.00%  :2299258    [kernel.kallsyms]  [k] prepare_task_switch
     0.00%  :2299258    [kernel.kallsyms]  [k] __get_user_8
     0.00%  :2299258    [kernel.kallsyms]  [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.00%  python3.10  python3.10         [.] 0x0000000000206c7a
     0.00%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.00%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.00%  :2299258    [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.00%  python3.10  python3.10         [.] 0x0000000000121734
     0.00%  python3.10  python3.10         [.] 0x000000000012167f
     0.00%  :2299258    [kernel.kallsyms]  [k] rebalance_domains
     0.00%  :2299258    [kernel.kallsyms]  [k] hrtimer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.00%  :2299258    [kernel.kallsyms]  [k] select_idle_sibling
     0.00%  :2299258    python3.10         [.] 0x000000000015b55d
     0.00%  python3.10  python3.10         [.] 0x0000000000121957
     0.00%  :2299258    python3.10         [.] 0x000000000015b554
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.00%  python3.10  python3.10         [.] 0x00000000001215d8
     0.00%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%  python3.10  python3.10         [.] 0x0000000000121594
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_log_itrace_start
